,death,pm10median,pm25median,o3median,so2median,time,tmpd
53,147,5.5664556962,,-11.35457045,-0.016416086,-2503.5,35.5
54,118,6.5664556962,,-11.54207045,-0.92764797,-2502.5,31.5
55,138,6.5664556962,,-7.250403787000001,2.6117982046,-2501.5,34.5
56,119,-6.523259597000001,,-8.354570453,5.5143412738999995,-2500.5,36.0
57,100,14.566455695999998,,-10.06290379,8.6393412739,-2499.5,39.5
58,119,-10.433544300000001,,-17.41707045,-2.027325393,-2498.5,40.0
59,123,-26.4335443,,-9.067070453,-4.518914807,-2497.5,39.0
60,125,-5.433544304,,-3.6254037869999998,1.4394185268000002,-2496.5,41.0
61,124,-9.433544304,,-4.70873712,-3.4330827530000003,-2495.5,36.5
62,113,6.019607843099999,,-18.85457045,0.6477518601,-2494.5,38.0
63,125,-11.433544300000001,,-10.64623712,3.9867982046,-2493.5,44.0
64,108,34.566455696,,-15.19333857,5.581767786,-2492.5,48.5
65,114,7.5664556962,,1.1454295465,3.5197759597000005,-2491.5,59.5
66,109,19.566455696,,7.0204295465,0.0017991319000000001,-2490.5,54.5
67,126,-16.4335443,,5.3954295465,-5.6106587260000005,-2489.5,31.0
68,113,-18.08163265,,3.9370962132,-5.1081999410000005,-2488.5,25.5
69,112,-3.4335443039999998,,-4.667070453,2.5584667259000002,-2487.5,28.5
70,125,30.566455696,,-3.979570453,1.5892638274000002,-2486.5,33.5
71,128,5.5664556962,,-1.95873712,-0.886339049,-2485.5,34.0
72,106,7.5664556962,,-6.479570452999999,-0.235658726,-2484.5,37.0
73,113,,,12.457929547,-0.435581473,-2483.5,35.0
74,117,-10.33962264,,11.934378822000001,-0.628127477,-2482.5,37.5
75,127,13.566455695999998,,3.3745962132,1.0723520297,-2481.5,38.5
76,120,21.566455696,,-4.128860583,3.2784648712999997,-2480.5,39.5
77,121,-9.433544304,,7.2376914513,5.4588290447,-2479.5,41.5
78,127,-13.4335443,,10.544719676,,-2478.5,43.0
79,120,-1.433544304,,12.12805301,6.2293586532,-2477.5,43.5
80,100,2.9183673468999998,,11.586386343,2.2918586532,-2476.5,48.0
81,125,28.566455696,,7.0162628798,3.1784648713,-2475.5,53.5
82,132,16.566455696,,1.1870962132,8.1393412739,-2474.5,57.5
83,134,-27.4335443,,-9.562903787,-4.310581473,-2473.5,45.0
84,107,1.5664556962,,-9.320479544,-3.0126282069999997,-2472.5,45.0
85,102,5.5664556962,,-7.812903787000001,-1.016416086,-2471.5,43.0
86,128,-3.523259597,,-4.167070453,0.2727518601,-2470.5,46.0
87,101,-4.433544304,,-3.465681565,-4.143914807,-2469.5,39.5
88,125,-14.4335443,,5.9995962132,-7.303712761,-2468.5,29.0
89,106,1.5664556962,,0.44932880299999994,-3.0580827530000003,-2467.5,30.0
90,119,-5.433544304,,-1.7750523230000002,-0.37515148,-2466.5,41.5
91,91,2.5664556962000002,,-1.657578269,-3.1414160860000004,-2465.5,29.5
92,120,-16.83018868,,-7.357940167000001,-2.266416086,-2464.5,28.0
93,123,-15.4335443,,2.8381232783,-3.310581473,-2463.5,35.5
94,108,-23.4335443,,12.661232079000001,-3.185581473,-2462.5,43.5
95,117,-22.4335443,,7.567289945,-4.310581473,-2461.5,50.0
96,134,-13.4335443,,0.1132550648,-3.268914807,-2460.5,49.5
97,120,-22.4335443,,-0.460698769,-4.97724814,-2459.5,40.0
98,120,42.169811321,,-8.336195947,15.439418527,-2458.5,50.0
99,110,27.566455696,,-1.7821327790000001,7.5669172471,-2457.5,59.5
100,111,-17.4335443,,5.727096679500001,-2.804868462,-2456.5,51.0
101,129,-4.433544304,,1.582359668,-4.22724814,-2455.5,49.5
102,93,5.5664556962,,-6.566438978,0.7335839137000001,-2454.5,48.0
103,140,-8.433544304,,-10.23310564,-2.623300144,-2453.5,52.5
104,106,-4.756018217,,-6.168531311000001,-3.152325393,-2452.5,51.5
105,110,-15.13186649,,-2.710197978,-3.8189920589999997,-2451.5,54.0
106,115,1.5664556962,,-4.316438978,4.5284648713,-2450.5,57.5
107,106,64.566455696,,7.9564686886,8.4810851935,-2449.5,61.5
108,105,,,8.9990263347,2.4334667259000002,-2448.5,64.0
109,120,13.566455695999998,,17.820460345,1.3501333925999999,-2447.5,71.0
110,97,0.5664556962,,-3.1287735,-2.727325393,-2446.5,56.0
111,136,-13.4335443,,-15.21210683,-4.636021045,-2445.5,47.0
112,112,-15.4335443,,-12.92044017,0.4034648713,-2444.5,52.0
113,108,-25.4335443,,4.3726345648,-2.72724814,-2443.5,49.0
114,130,-11.433544300000001,,0.6340883982,0.2293586532,-2442.5,51.0
115,102,16.566455696,,8.008437566,4.3489039999,-2441.5,57.0
116,107,-0.501301236,,12.041610017,4.2668000592,-2440.5,56.5
117,118,30.566455696,,-1.297101254,-1.816533274,-2439.5,53.5
118,110,19.566455696,,10.20725139,-1.143914807,-2438.5,64.5
119,101,-22.4335443,,11.06766051,-4.85224814,-2437.5,46.0
120,117,24.566455696,,-5.5856987689999995,7.8501333926,-2436.5,53.5
121,123,-11.433544300000001,,1.0814686886,-3.517665446,-2435.5,53.0
122,110,-16.17241379,,3.6628060835,-5.803917201,-2434.5,45.0
123,108,-15.4335443,,6.0587264999,-3.560581473,-2433.5,48.0
124,134,18.566455696,,-1.5957291009999999,8.3560851935,-2432.5,50.5
125,131,,,8.1496355908,7.6060851935,-2431.5,58.0
126,126,-0.433544304,,3.9124476768000003,-0.7102566659999999,-2430.5,59.5
127,108,12.566455695999998,,-8.909594361,2.9419172470999997,-2429.5,59.0
128,112,20.968987595,,19.193018455,5.8476746072,-2428.5,69.5
129,116,,,20.288690906,1.5378919986000001,-2427.5,74.5
130,131,39.566455696,,21.580357573,3.8176805575999997,-2426.5,71.0
131,123,-29.4335443,,2.7984007197000005,-4.35224814,-2425.5,51.5
132,104,-21.4335443,,4.5382197846,5.933466725900001,-2424.5,59.0
133,123,,,16.048183553,0.9394185268,-2423.5,69.0
134,105,-14.33962264,,-0.689865435,-2.518914807,-2422.5,56.5
135,108,5.5664556962,,9.1579531328,-1.6523253930000001,-2421.5,62.5
136,123,21.566455696,,27.210508169,-0.912030749,-2420.5,70.5
137,134,,,1.7864497075999999,-2.777325393,-2419.5,66.5
138,101,0.5664556962,,1.4683070157,-2.893914807,-2418.5,67.5
139,114,5.5664556962,,-6.730776346,-1.685581473,-2417.5,66.5
140,125,12.303636010999998,,8.6797110674,-1.3080827529999999,-2416.5,74.0
141,111,,,-10.50543459,-2.810581473,-2415.5,61.5
142,107,-28.4335443,,-12.53415181,-4.263201795,-2414.5,51.0
143,105,,,-3.6618767219999997,-4.35224814,-2413.5,50.5
144,115,8.5664556962,,-10.46069877,-2.516416086,-2412.5,57.5
145,106,-13.4335443,,5.4922110674,-0.433082753,-2411.5,73.0
146,113,5.6603773585,,7.023268933200001,-2.152325393,-2410.5,78.5
147,104,7.5664556962,,5.978843358,-0.47724814,-2409.5,78.5
148,106,8.5664556962,,3.9414449124,-0.066533274,-2408.5,78.5
149,115,-6.433544304,,-1.45159928,-0.933082753,-2407.5,76.0
150,102,-9.433544304,,8.4488641713,-2.233199941,-2406.5,76.0
151,112,-11.433544300000001,,10.158877733999999,-2.10224814,-2405.5,74.5
152,111,-2.0657987330000003,,-6.382788933,-0.141416086,-2404.5,72.0
153,120,0.5664556962,,-0.845078269,-2.858199941,-2403.5,69.0
154,103,3.5664556962000002,,-3.08584881,-0.39391480700000003,-2402.5,63.0
155,98,19.566455696,,8.4651973564,-1.84974942,-2401.5,70.0
156,101,15.566455695999998,,20.988255065,2.1894185268,-2400.5,71.0
157,102,4.5664556962,,26.152697355999997,-0.471535129,-2399.5,77.5
158,143,11.799191375,,24.978892394000002,1.1417994792,-2398.5,74.5
159,88,-26.4335443,,8.3058361116,-6.691533274,-2397.5,57.5
160,106,8.5664556962,,3.4825155826,-1.066533274,-2396.5,61.0
161,96,4.5664556962,,3.3724736824,2.7310851935000002,-2395.5,72.5
162,117,-0.433544304,,4.3909635113,-3.72724814,-2394.5,80.0
163,97,31.566455696,,14.890963510999999,0.3585839137,-2393.5,77.0
164,146,4.3608374384,,21.558726500000002,4.1060851935,-2392.5,83.0
165,120,-13.4335443,,8.2482398373,-4.185581473,-2391.5,73.5
166,109,4.5664556962,,8.6509938435,2.0168000592,-2390.5,75.0
167,112,29.566455696,,26.549181521999998,4.8169172471,-2389.5,77.0
168,132,48.566455696000006,,38.570937566,8.1393412739,-2388.5,80.5
169,106,38.566455696,,23.411796845,2.7668000592000004,-2387.5,77.5
170,122,23.128078818000002,,25.296902101,-1.016416086,-2386.5,77.0
171,112,0.5664556962,,8.9324096545,-3.275474057,-2385.5,76.0
172,117,10.566455696,,2.1824096545,-3.858199941,-2384.5,67.0
173,100,7.5664556962,,6.441035256699999,-1.560581473,-2383.5,72.5
174,108,21.566455696,,25.828463511,2.1477518601,-2382.5,76.0
175,126,11.566455695999998,,10.516614344,-0.85224814,-2381.5,70.5
176,105,-7.172413793,,-1.9637679209999999,-3.1414160860000004,-2380.5,69.0
177,111,-5.433544304,,-1.3085550879999999,-3.268914807,-2379.5,64.5
178,122,-7.433544304,,7.949619799500001,-3.231995796,-2378.5,72.0
179,108,1.5664556962,,4.5604300127999995,1.695131538,-2377.5,72.5
180,106,1.5664556962,,-4.554539655,-1.610658726,-2376.5,70.5
181,104,-19.4335443,,10.049757096,-4.268914807,-2375.5,68.5
182,120,7.872976776900001,,13.593277815,0.395587938,-2374.5,71.0
183,112,6.5664556962,,19.967867221,-1.6439148069999998,-2373.5,77.5
184,101,-17.4335443,,10.3712265,-3.71924736,-2372.5,72.5
185,114,,,-0.918085822,-4.049413369,-2371.5,72.5
186,113,-8.398734177,,7.3598917402,-2.7955103230000002,-2370.5,80.0
187,119,,,10.78915119,-1.9676325140000002,-2369.5,80.0
188,126,2.3305084746,,8.6537936783,-2.602080476,-2368.5,80.5
189,108,-10.53312303,,1.8464355694999999,-3.032699863,-2367.5,80.5
190,95,-8.694006309,,0.1459300894,-2.901062426,-2366.5,80.0
191,125,37.252365931,,5.502057033300001,-3.8083920239999998,-2365.5,80.0
192,119,5.2523659306,,5.5237488831,-3.829117306,-2364.5,79.5
193,77,-8.80126183,,-13.1703598,-3.48994781,-2363.5,64.5
194,113,-14.85488959,,-3.51409928,-2.011913767,-2362.5,67.0
195,110,-24.84858044,,-0.220078269,-3.0765205160000004,-2361.5,63.0
196,108,-15.13656925,,9.3086162545,-1.596730213,-2360.5,65.5
197,102,-2.845425868,,19.197780199,-3.7481269360000002,-2359.5,78.0
198,110,9.0977917981,,23.902567385999998,-2.631651669,-2358.5,79.5
199,129,30.147798742,,22.515134696999997,-1.898541786,-2357.5,84.5
200,140,29.298245614000002,,16.701669445,-2.224483287,-2356.5,81.5
201,105,16.116719243,,33.831914178000005,1.5341571638,-2355.5,81.0
202,110,56.154574132,,22.631864023000002,1.2194924024,-2354.5,80.5
203,121,75.18296529999999,,34.755235435,2.0775573488999997,-2353.5,82.0
204,110,38.873522964,,10.893763345999998,2.4066432403999998,-2352.5,83.0
205,115,11.356466877,,17.038500358,-0.42647759799999996,-2351.5,84.5
206,105,-4.878684807,,3.4613442262,-1.433853882,-2350.5,78.5
207,112,-9.581761006,,-9.494376174,-0.5550957120000001,-2349.5,71.0
208,109,-3.004237288,,-6.131573335,-0.6909365140000001,-2348.5,72.5
209,125,-16.5408805,,0.8918834775,-0.803608414,-2347.5,78.0
210,92,33.468553459,,25.54899806,-2.358108947,-2346.5,79.5
211,110,6.4622641509,,15.076759998,-2.259328187,-2345.5,80.5
212,113,18.575471698,,16.970930294000002,-3.616934723,-2344.5,87.0
213,115,4.5566037736,,22.993426665,-1.1824493870000001,-2343.5,86.0
214,137,12.645768025,,7.4990263347,1.6366847337000001,-2342.5,83.0
215,112,-20.28840125,,-2.050068324,-1.242784435,-2341.5,75.0
216,126,-26.20689655,,-1.692590345,-3.170799535,-2340.5,72.0
217,111,8.7586206897,,4.8082810102,-1.589522275,-2339.5,72.0
218,95,13.189655172,,21.925645653000004,-0.061596991,-2338.5,79.5
219,113,14.937304075,,0.6416143435,-2.568733707,-2337.5,73.5
220,107,-12.02507837,,4.1247047929,-1.014752736,-2336.5,72.5
221,96,-17.03125,,6.4914355622,-3.260654417,-2335.5,71.0
222,98,-0.040625,,8.9919993,0.9768620661,-2334.5,74.5
223,83,38.959375,,11.509088398,0.4825221744,-2333.5,76.0
224,121,27.314814815,,11.91415119,2.6750101377,-2332.5,75.5
225,107,9.8738877119,,-0.618004997,-3.621406235,-2331.5,74.0
226,115,0.246875,,9.5472904923,-5.122590223,-2330.5,79.5
227,125,1.8361625362,,8.5949095399,-2.247711928,-2329.5,80.0
228,120,-1.889937107,,3.2695050648,-4.018423556,-2328.5,73.5
229,102,7.0471698113,,-10.66952645,-0.813293404,-2327.5,69.5
230,102,-4.35608914,,-5.363448168,-2.8923316310000002,-2326.5,70.0
231,118,7.820754717000001,,6.3143795905,-0.846403072,-2325.5,70.0
232,118,1.7327044025,,13.078136839,0.47776447969999997,-2324.5,76.0
233,107,-9.116352201,,0.5085341802000001,-2.704471,-2323.5,71.5
234,107,-16.99371069,,-6.74146582,-2.9644012369999997,-2322.5,63.0
235,133,2.0786163522,,-12.19394685,-2.75191871,-2321.5,61.5
236,107,0.0834615385,,-18.06058111,-2.856686994,-2320.5,59.0
237,96,9.040880503099999,,-15.30498514,-3.3755855869999998,-2319.5,62.0
238,103,-20.93690852,,-9.159932614,-5.18705285,-2318.5,63.5
239,117,-8.952681388,,-1.787745502,-4.51611228,-2317.5,63.5
240,100,,,-4.657919224,-2.94831567,-2316.5,65.5
241,125,-5.927444795,,-1.4279661119999998,-3.531824092,-2315.5,72.0
242,113,-13.50847458,,-7.8384720329999995,-3.58119384,-2314.5,62.0
243,112,-3.7911555089999998,,-5.80834697,-2.448064638,-2313.5,64.0
244,107,-23.95583596,,-1.843747414,-4.120059386,-2312.5,61.5
245,122,-16.88328076,,-3.448799445,-3.268073137,-2311.5,60.5
246,115,,,7.9249724823,8.733811414,-2310.5,69.0
247,104,,,21.782092424000002,-0.85035605,-2309.5,73.0
248,118,25.254237288000002,,15.131864023,0.4389398067,-2308.5,75.0
249,137,,,-1.2821327790000001,-4.636597705,-2307.5,70.5
250,117,,,0.7670598331999999,-2.3588336830000003,-2306.5,72.0
251,104,,,-6.047177611,-2.1727925999999997,-2305.5,68.5
252,105,,,1.1109007197,-0.947124223,-2304.5,67.5
253,109,,,-1.7454030180000002,-0.575471611,-2303.5,69.0
254,121,-5.804613936,,-8.700818478,-4.242439666,-2302.5,68.0
255,108,,,-11.92466737,-3.2723360880000003,-2301.5,59.0
256,114,,,-4.355585822,-1.2864684,-2300.5,61.5
257,108,,,-8.395901202000001,-0.209018487,-2299.5,72.0
258,111,-7.5318471339999995,,-14.22995856,-3.8801710060000003,-2298.5,69.0
259,110,-10.460063900000002,,-10.37015094,-4.02898053,-2297.5,67.5
260,107,-10.34053207,,-16.41382038,-4.123284919,-2296.5,63.5
261,107,,,-11.63901201,-3.746367055,-2295.5,61.0
262,108,,,-16.74070727,-3.640537117,-2294.5,57.0
263,139,-11.36421725,,-18.67324,-4.31693347,-2293.5,55.5
264,130,,,-16.46309507,-3.151821356,-2292.5,61.0
265,111,-2.428115016,,-9.988555465,-2.350540181,-2291.5,63.0
266,112,-12.98305085,,-6.750973665,-3.0173501369999998,-2290.5,59.5
267,106,14.50798722,,-9.229958559,3.4143950845999997,-2289.5,56.5
268,127,1.4696485623,,-1.625973665,2.0233604404,-2288.5,65.0
269,110,8.386581469600001,,3.0814686886000002,-1.265266803,-2287.5,75.5
270,120,16.42172524,,5.582359668,1.3744855683000001,-2286.5,69.0
271,115,-6.584664537,,-10.73855547,-3.8084381,-2285.5,61.5
272,120,-11.55271565,,-12.40040636,-2.706833847,-2284.5,55.0
273,117,3.4249201277999997,,-7.786681966000001,0.5579945407,-2283.5,55.5
274,128,11.469648562,,-7.9838121179999995,-3.637175625,-2282.5,47.0
275,115,11.408945687000001,,-8.035645221000001,-2.168164483,-2281.5,42.5
276,123,9.428115016,,-5.583104944,0.5083705083,-2280.5,52.0
277,118,7.3557692308,,-9.334241307000001,5.1774302061,-2279.5,60.0
278,137,-19.30053358,,-15.87080111,-3.6439584910000002,-2278.5,45.5
279,134,-4.685897436,,-11.53766432,-4.015360534,-2277.5,39.5
280,134,0.27243589739999996,,-13.46416555,0.22458885120000002,-2276.5,41.5
281,115,-2.480769231,,-12.23337413,-1.092560907,-2275.5,53.5
282,103,-12.5224359,,-16.33797878,-4.410614044,-2274.5,42.5
283,106,-8.557692308,,-9.069707849,-3.511182261,-2273.5,39.0
284,123,5.659224250299999,,-11.19262136,-0.66576441,-2272.5,42.5
285,116,,,-8.38792379,3.3589668724,-2271.5,49.5
286,120,0.4662379421,,-14.48491462,6.4214437224,-2270.5,55.5
287,130,11.488745981,,0.0527444858,6.6280728124,-2269.5,63.0
288,111,17.498392283,,3.0976778851,1.4276524654,-2268.5,62.5
289,122,-21.50160772,,-15.28629884,-4.023949206,-2267.5,48.0
290,121,-9.092592593,,-7.985547571000001,-3.1605860989999996,-2266.5,53.5
291,117,-29.40705128,,-7.653766376,-4.057272593,-2265.5,49.5
292,111,-16.3974359,,-8.529145082000001,-2.7099946910000003,-2264.5,45.5
293,114,-18.96898088,,-17.26010696,-3.691544378,-2263.5,37.0
294,104,-15.45192308,,-17.93021713,-1.590288215,-2262.5,43.0
295,98,9.467948717899999,,-15.48332352,-1.932350953,-2261.5,39.0
296,139,-7.508474576,,-17.53166493,-4.432789503,-2260.5,38.5
297,126,,,-13.39005841,-4.628739986,-2259.5,42.0
298,115,-7.58974359,,-19.41637291,0.6383121077,-2258.5,44.5
299,119,-9.53525641,,-13.83399678,-2.854401892,-2257.5,44.5
300,114,-9.400641026,,-19.073129100000003,-3.2172984430000002,-2256.5,38.5
301,123,7.6891025641,,-15.65926103,2.0977152404,-2255.5,44.5
302,125,17.153044872,,-7.016590572,6.1552488864,-2254.5,54.5
303,116,19.701923077,,-12.37027171,0.6330861381,-2253.5,52.0
304,118,-10.30769231,,-13.68456193,-3.061175196,-2252.5,58.0
305,138,5.5961538462,,-12.01771332,-1.644299129,-2251.5,64.0
306,98,,,7.2720001797,0.632387088,-2250.5,66.0
307,114,6.5641025641,,-7.116385482999999,-0.277447403,-2249.5,56.5
308,117,-11.509533900000001,,-5.710478889,-3.2299396710000003,-2248.5,40.5
309,108,3.4757946607,,-16.48801612,2.0566250571,-2247.5,39.5
310,109,5.3674121406,,-19.97389892,-0.297672932,-2246.5,45.5
311,121,24.444089456999997,,-2.200570232,-1.496812002,-2245.5,49.5
312,109,-23.49363057,,0.5956942738000001,-2.499035784,-2244.5,35.0
313,127,-29.35031847,,1.5387695978,-1.163829792,-2243.5,34.0
314,143,-7.333333333,,-17.12772239,-1.150800714,-2242.5,35.0
315,118,5.388535031799999,,-16.547423600000002,4.3115556274,-2241.5,43.5
316,113,13.425396825,,-19.61838532,2.2600508173,-2240.5,48.5
317,125,-23.6984127,,-14.4255982,0.35624564840000006,-2239.5,47.0
318,108,9.2349206349,,-6.359815965,4.2046483305,-2238.5,50.5
319,100,-7.697452229,,-8.458831533,0.7069191309999999,-2237.5,56.0
320,112,-18.58341642,,-12.63399243,-2.315811114,-2236.5,50.0
321,106,,,-16.12895217,-2.958212057,-2235.5,38.0
322,128,-13.784325400000002,,-15.36256322,2.8054927068,-2234.5,37.5
323,128,-7.647619047999999,,-1.201928563,-3.4368250660000004,-2233.5,27.5
324,121,-14.67405063,,-15.10925855,-0.047443707,-2232.5,25.5
325,128,,,-14.67942797,-1.623842412,-2231.5,42.0
326,127,-7.097456633999999,,-14.59282564,-2.002781482,-2230.5,43.5
327,113,10.306962025,,-17.60536661,-2.290926016,-2229.5,39.5
328,117,-31.6835443,,-13.35055892,-3.977053559,-2228.5,40.0
329,114,-26.71608833,,-2.882495731,-4.026728582,-2227.5,40.0
330,117,,,-15.29801771,-4.022318183,-2226.5,40.5
331,115,,,-19.79452953,-0.783570168,-2225.5,47.0
332,103,-26.322033899999997,,-21.13324676,-3.726241117,-2224.5,39.0
333,101,,,-20.14021907,-2.216406063,-2223.5,37.0
334,134,-14.25396825,,-13.31928675,-3.33378623,-2222.5,32.0
335,93,-19.59047619,,-16.15761002,-2.506477212,-2221.5,30.0
336,116,-12.62222222,,-20.42253779,-2.593161986,-2220.5,30.5
337,128,-7.568253968,,-14.5397013,-1.448296091,-2219.5,27.0
338,109,-11.97093254,,-12.95353895,-0.5518779779999999,-2218.5,27.0
339,142,-20.58095238,,-11.83666624,6.481846455,-2217.5,31.5
340,124,-17.57006369,,-20.99802721,-3.0367432169999997,-2216.5,38.5
341,112,-14.8343949,,-21.32223133,-3.75716523,-2215.5,46.5
342,116,-22.10509554,,-17.27880905,-2.74542175,-2214.5,49.5
343,136,-11.08306709,,-19.46755394,-2.161251671,-2213.5,38.0
344,138,-11.26698179,,-22.10172571,2.5594942072,-2212.5,41.0
345,136,-14.06070288,,-15.84088668,-2.446657139,-2211.5,35.0
346,108,-8.987220447,,-13.72628839,-3.785463533,-2210.5,31.5
347,125,-0.03514377,,-13.72102282,-0.634468237,-2209.5,30.0
348,140,-24.22683706,,-17.48117837,-4.524857002,-2208.5,31.0
349,149,-7.329073482,,-14.96312447,-3.323244049,-2207.5,27.5
350,118,-10.66666667,,-19.45638076,-2.217669765,-2206.5,20.5
351,131,-7.086261981,,-22.63108022,6.189208539,-2205.5,23.0
352,111,-23.05774034,,-23.19567566,0.6042412187,-2204.5,34.0
353,130,-17.94871795,,-14.98012371,-0.582611178,-2203.5,34.0
354,125,,,-20.261221300000003,1.4190193377000002,-2202.5,33.0
355,121,,,-24.54392954,,-2201.5,35.0
356,144,0.25862068969999996,,-21.4156255,-0.077783968,-2200.5,35.5
357,126,,,-22.35423074,-4.117158936,-2199.5,41.0
358,124,-27.16720257,,-9.735146269,-5.298701249,-2198.5,33.0
359,119,,,-6.270720989,-2.72805362,-2197.5,27.5
360,116,1.864516129,,-15.24236865,1.545643735,-2196.5,29.0
361,156,,,-6.70547299,-3.71889722,-2195.5,33.5
362,112,-16.27118644,,-5.556665954,-1.65924795,-2194.5,24.5
363,116,,,-20.75310897,4.2401948216,-2193.5,25.5
364,148,-21.97411003,,-10.87220297,,-2192.5,23.5
365,108,,,-4.9209809369999995,-2.3323973959999997,-2191.5,3.5
366,124,,,-17.13834998,1.6342924835,-2190.5,15.0
367,138,-17.85064935,,-16.160584099999998,3.74548097,-2189.5,24.5
368,132,-16.38333333,,-6.539574728,-1.6569464530000002,-2188.5,5.0
369,112,-18.90909091,,-11.78786267,-2.208038797,-2187.5,-6.5
370,131,31.854368932,,-17.88557465,-1.406166625,-2186.5,-5.5
371,140,30.624595469000003,,-23.09752237,5.7936718724,-2185.5,3.0
372,123,43.32038835,,-21.08659858,8.1610053341,-2184.5,8.5
373,126,4.1521035599000005,,-17.71327331,-0.436365268,-2183.5,0.5
374,121,2.1041666667,,-18.89266845,3.1664639536,-2182.5,1.5
375,148,-4.717532468,,-19.10930219,7.3942986133,-2181.5,24.0
376,146,-0.655844156,,-8.548085631000001,0.0814704781,-2180.5,28.5
377,119,7.2694805195,,-11.48451418,-2.480412373,-2179.5,12.0
378,127,2.1201298701,,-22.66732129,3.8976708073000004,-2178.5,11.0
379,118,-16.05519481,,-21.67418658,3.5845866092,-2177.5,28.0
380,137,-8.804561963,,-11.40455277,-4.026628756,-2176.5,39.0
381,138,-18.00649351,,-18.92023581,-3.5114177489999996,-2175.5,37.0
382,117,,,-16.82654831,-0.9514881479999999,-2174.5,33.5
383,125,-4.791530945,,-12.49023682,3.4127297912,-2173.5,35.5
384,126,-21.89236008,,-18.75681429,-1.368721846,-2172.5,34.0
385,100,-23.47882736,,-9.2019094,-1.483968816,-2171.5,28.5
